review_text,category
mohon izin bertanya kenapa setiap kali chek menu diaplikasi selalu restart ulang,Neutral
kalo pak wifi lancar kalo pakai paket data kok berat lambat,Negative
sekarang fiturnya selalu muncul dokumen sedang diintegrasikan terus waktu awal bisa dibuka,Neutral
kurang akurat,Negative
tidak bisa menampilkan ktp digital seluruh anggota keluarga aplikasi nya buruk sistem pelayanan online masih sangat jelek tidak bisa di akses dengan alasan dukcapil tidak melayani pelayanan online percuma sama saja harus datang ke kantor dukcapil juga ,Negative
aplikasi yang ok banget sangat membatu dan penggunaanya pun mudah tapi harus hati hati membagikan scan id kita ,Positive
terdapat perbedaan di nomor bpjs ketenagakerjaan yang tercantum di aplikasi dengan yang saya miliki,Neutral
aplikasinya mantap semoga menu update data mandiri juga dibuka sehingga masyarakat bisa update kependudukannya sendiri dengan melampirkan bukti pendukung,Positive
keren pelayanannya sangat ramah cepat dan profesional,Positive
perlu upgrade lebih baik lagi uji coba seharusnya sudah mantab sudah siap semuanya untuk tte privyidnya atau tte perurinya masih belum bisa menyambung pilihan yang lainnya belum ada pemerintah atau pihak developer harus lebih giat lagi untuk pendaftaran aplikasi lain yang harus menggunakan ektp fisik untuk verifikasi identitas ktp belum bisa pakai ktp digital mohon untuk dibaca lalu dikerjakan karena ini menyangkut kenyamanan keamanan identitas dokumen kami para rakyat rakyat ,Negative
bagaimana cara mereset passwordnyasaya tidak bisa masuk karena lupa passwordnya,Neutral
sangat memudahkan dalam mengurus perpindahan kakak,Positive
sayang sekali aplikasi ini ktp digital belum resmi digunakan oleh bank,Neutral
keamanannya keren dan enggak ribet,Positive
kami sudah mendaftar tapi tidak bisa muncul gimanasih,Neutral
ada beberapa pelayanan instansi tertentu yang mengharuskan memberikan copy ktp dan kakak di fitur dokumen kartu keluarganya hanya bisa di lihat saja enggak bisa di apa apakan mohon tambahkan fitur download dokumen agar kami juga dapat mencetak dokumen tersebut secara mandiri,Neutral
akhirnya saya sudah di verikasi sudah terdaptar di ikd sebagai dompet digital seluruh data keluarga tanpa harus membawa identitas data fisik hanya dengan aplikasi ini melalui smartphone bagi yang belum terdaptar usahakan untuk datang ke dinascapilnya di wilayah masing karena untuk memudahkan verifikasi data data kependudukannya tidak membutuhkan lama hanya beberapa menit sudah jadi teruslah maju pemerintahan indonesia di era digital ini,Positive
apa gunanya kata online digital tapi harus ke kantor dukcapil langsung sesuai alamat tertera di ktp untuk meminta kode qr lah saya sebagai anak rantau ya kesusahan dan kesulitan ,Negative
aplikasi yang sangat bermanfaat dan memudahkan masyarakat dalam era digital supaya lebih canggih lagi agar ditambahkan menu edit data pribadi penduduk secara mandiri sehingga data penduduk bisa lebih akurat lagi dan bisa diupdate kapan saja dan dimana saja terima kasih dukcapil ,Positive
aplikasi ini sangat lengkap untuk data diri dan simpel serta sangat membantu masyarakat,Positive
bikin pening kelapa,Neutral
bukannya mempermudah malah makin ribet ktp itu sangat perlu fisiknya masih banyak lowongan ataupun lembaga yang meminta menggunakan ktp asli bukan digital seperti ini mana sering ngebug sampai sekarang saja belum kebuka lagi ktpnya parah ,Negative
aplikasi ini sangat bermanfaat buat masyarakat apalagi saat mendadak perlu dokumen kependudukan tapi pas diluar rumah,Positive
aplikasi pajangan saja sih untuk keperluan yang membutuhkan identitas diri ternyata masih banyak yang menggunakan e ktp dan belum mendukung menggunakan ktp digital ini konsep sudah bagus hanya saja fungsi nya yang belum bisa dirasakan,Negative
kurang faham lansia gaptek,Negative
susah sekali buat masuk padahal jaringan sudah bagus,Negative
sudah kali daftar dan sampai tahap kode verifikasi tapi sampai sekarang enggak pernah dapat kode verifikasi dari sms maupun dar email tolong kalo bikin aplikasi di uji joba dulu dengan baik jangan cuma bikin doang,Neutral
aplikasi kok sepertinya berat banget buka dokumen cuma muter dan selalu muncul terjadi kesalahan terpaksa buka dokumennya dari web adminduk lebih gampang cuma repot jika setiap mau buka dokumen harus ke web lagi untuk apa ada aplikasi ikd ? mohon perbaiki lagi supaya lebih memudahkan ,Negative
aplikasinya sangat bagus sayangnya masih banyak lembaga perbankan dll yang belum mau menggunakannya untuk layanan publik masih diminta ktp el,Positive
ribet harus scan barcode dari dukcapil inikan aplikasi harusnya memudahkan warganya yang diluar kota agar bisa melihat ktp digital bukannya memudahkan tapi sama saja menyulitkan tolong perbaiki lagi agar tanpa harus ke dukcapil,Negative
perlu ditingkatkan,Negative
apa enggak ada cara lain untuk scan qr masalahnya jau mau ke kota mohon di beri kemudahan,Neutral
aplikasinya masih belum bekerja maksimal lihat dokumen di aplikasi loading terus sedangkan di web bisa terbuka,Neutral
aplikasi perlu di perbaiki lagi karena saat di akses sering keluar sendiri dan terkadang tidak bisa di buka karena terjadi kesalahan koneksi padahal jaringan saya bagus dan saya coba sambungkan ke wifi tetap saja terjadi kesalahan koneksi mohon di perbaiki agar lebih baik dan aplikasi bisa di pergunakan sebagaimana mestinya,Neutral
tolong min kenapa saya enggak bisa masuk ke dokumen nya,Neutral
saya sudah punya akun di appk ini tapi pas gati hp tidak bisa masuk sesuai akun harus daftar ulang dan pergi ke kantor kecamatan appk payah,Negative
kenapa dokumen lainnya lama sekali statusnya sedang di integrasikan ?,Negative
enggak bisa scan barcode sudah pakai wifi tetap enggak bisa pakai aplikasi kamera scan barcode bawaan hp bisa scan giliran pakai aplikasi ikd enggak bisa ,Neutral
lemott,Neutral
keamana yang luar biasa,Positive
saya ingin daftar identitas kependudukan digital tapi setelah foto disuruh pindah qr code bagaimana cara dapat qr codenya ?,Neutral
niat enggak sih bikin aplikasi ?,Negative
mau ganti akun kayak bagaimana ? sudah coba hapus data uninstal tetap ke detek akun sebelumnya,Neutral
di kasih ktp fotocopy ukuran folio sekarang kalau masuk komplek bagaimana bawannya buat indentitas atau sebagainya di dompet enggak ada ktp bagusan e ktp fisik sedangkan hp bisa mati rusak atau sinyal lemah atau login enggak masuk atau juga hp di pakai anak ,Neutral
bintang dulu ini mah juga kudu ke kantor dukcapil dulu untuk dapat kode barcode nya,Neutral
percuma di buat kalau mau masuk pun susah ! !,Negative
mantap apknya top banget saya sudah coba mantap jadi enggak payah lagi bawah di dompet satu genggaman saja cukup untuk semua jaya terus indonesia ku berserta dukcapil kemendagri mantap,Positive
aplikasi susah dibuka,Negative
aplikasi ini belum sempurna sudah digunakan tidak bisa login walaupun sudah menggunakan pasword yang dikasih dan tidak ada fitur untuk menu klik lupa pasword apabila pengguna lupa dengan pasword sebelumnya ,Neutral
tidakbsa dibuka,Negative
ya percuma atuh kalo dibatasi mah akang teteh buatlah aplikasi yang user friendly bintang dulu deh ,Negative
mantap deh tidak harus ke dukcapil ke kecamatan juga bisa dong ke operator siak utk scan barcode saat daftar lagian bisa di seluruh wilayah bisa daftarnya tidak mengacu domisili kita mudah sekali loh ,Positive
aplikasi berat ini aplikasi pemerintah tapi tim itu kayak abal ,Negative
tolong sistem nya diperbaiki lagi,Negative
untuk dokumen lainnya mohon untuk di kembangkan kepada pihak ke pengguna nik kalau perlu sampai pihak ke pinjol ,Neutral
ini kok enggak bisa di buka kenapa ya ?,Negative
aplikasinya masih berat untuk dibuka kalau sudah lancar membuka menu dalam apilkasinya di tambah bintangnya,Negative
tolong di perbaiki login melulu tidak masuk masa kalah sama game bocil ff kasihan diriku yang telah susah mengantri untuk urus identitas digital lah ujung nya ngelag mulu ,Negative
kok enggak bisa dibuka dgan data sendiri bisanya pakai wifi,Negative
bagaimana aplikasi ini ? sinyal penuh normal memuatnya lamanya enggak ada ujungaplikasi kaya enggak diurusi untuk pemerintah kalo memang serius tingkatin dan memang seriusin aplikasinya permudah dan di apakan lah kaya begitu ini mau buka saja susah apalagi sudah masuk ,Negative
semoga kedepan lebih lengkap data kami dan lebih mudah untuk,Positive
aplikasi bikin naik darah bukan nya mempermudah malah mempersulit jaringan kencang saja susah masuk nex pemerintah kalau mau mudah kan masyarakat nya app nya di membenarkan jangan malah bikin masyarakat tambah memumet padahal bio data kita sudah terekam di capil ini app pembodohan bukan mempermudah,Negative
tidak bisa diakses tulisannya terjadi kesalahan koneksi padahal kuota ada sinyal lancar untuk buka aplikasi lain ,Negative
mohon ditingkatkan aplikasinya yang pakai iphone enggak bisa download belum tersedia di app store,Neutral
baru selesai aktivasi ke dukcapil buat login saja sudah enggak bisa semoga bisa diperbaiki aplikasinya untuk kemudahan masyarakat mengurus data secara online terimakasih,Neutral
aplikasi nya oke banget membantu dan cepat aktivasinya di era digital sangat diperlukan yang serba digital begini ,Positive
jelek mulu sinyalnya mengira pas buka bisa dari awal enggak bisa buka cuma kali bisa dibika,Negative
aplikasi nya di buka keterangannya trjadi kslahn terus mhon di tingkatkan agar bisa berguna aplikasi nya sinya jaringn bagus semua ,Positive
aplikasi hanya bisa dibuka pakai wifi tower tidak bisa dibuka pakai data seluler ataupun wifi seluler tolong tidak usah dibatasi untuk pemakaian data dan tidak harus pakai wifi hp saya seri azus m pro mohon bimbingannya ,Neutral
percuma pakai aplikasi kalau harus ke capil lagi,Negative
masih perlu banyak perbaikan dan di sesuaikan fungsinya,Neutral
aplikasi enggak bisa digunakan ,Negative
aplikasinya tidak flexibel karena kalau ganti hp harus daftar ulang lagi ke kelurahan merepotkan ! mobile banking saja yang ada duitnya bisa gonta ganti hp ini cuma data ktp saja sangat protektif,Positive
sayang enggak bisa cetak ktp atau kakak gas seperti bpjs bagaimana nih,Negative
sedikit menjelaskan ya teman teman kenapa perlu scan barcode di dukcapil ? karena data kependudukan adalah data pribadi yang hanya boleh dimiliki orang ybs tujuan kita scan barcode ke dukcapil yaitu sebagai bentuk perlindungan data diri kita sendiri dengan cara petugas dukcapil memverifikasi dan memastikan hanya yang berhak atas data penduduk merekalah yang punya akun digital id kalau tidak ada tahapan tersebut semua orang dapat memiliki data orang lain dan dapat disalahkan gunakan untuk tindak kejahatan,Negative
aplikasi ini agak enggak guna data bagus mau masuk kesalahan koneksi terus andai deh jadi pun identitas bisa hacker orang kalau di buat pinjol pasti yang di salahkan pe milik nya ikd tidak aman sama sekali mending hapus saja percuma koneksi rusak,Negative
menu pengajuan pembuatan akte kelahiran belum tersedia di aplikasi terus untuk apa online jika tidak bisa melalui aplikasi ini ,Neutral
aplikasinya sangat kurang baik untuk jaringan lokal karena selalu trobel dan pendaftaran ikd selalu gagal mohon kepada pemerintah supaya bisa melakukan pembenahan dalam menangani kasus pada jaringannya untuk target di setiap wilayah enggak bisa terwujud karena terkendala jaringan lokal selalu maintenance terimakasih,Negative
tolong dong diperbaiki setiap buka dokumen selalu tidak bisa harus lebih diperhatikan,Negative
tolong diperbaiki lagi kak sangat tidak mempermudah resolusi gambar buram dan menu pilihan terbatas bahkan tak tau bagaimana cara menggunakannya saking tidak ada menu pilihan ,Negative
aplikasi enggak bisa dibuka kalau enggak pakai wifi padahal kalau pakai wifi data rentan bocor dipaksa serba digital tapi teknologinya belum mumpuni selang sebulan setelah daftar aplikasi ini ada telepon yang bisa tau nama lengkap dan alamat ktp saya jadi curiga data bocor dari sini ,Negative
aplikasinya bermanfaat pembuatannya juga cepat dan dijelasin juga mengenai kegunaan aplikasi ini jadi mempermudah dalam segala urusan,Positive
aplikasi sudah bisa di gunakan walupun beda kabupaten untuk scan barcode bisa di lakukan di disdukcapil terdekat thanks kepada operator yang membantu verifikasi account,Neutral
setiap kali aplikasi dibuka tidak berfungsi normal padahal data ataupun pun wi fi sudah penuh normal ,Neutral
kenapa sekarang jadi enggak bisa di buka sih ini aplikasi tolong dong diperbaiki lagi,Negative
saya mau tanya bagaimana caranya benerin kalo salah pin ? soalnya sudah berapa kali coba tetap salah hapus data dan uninstal download lagi masih disuruh masukin pin,Neutral
wow keren menyesal download,Negative
kadang eror,Negative
dapat mempermudah untuk melihat ataupun cek data diri,Neutral
aplikasi sudah bagus cuma untuk cetak ktp digital pakai aplikasi ini belum bisa agak kesulitan kalo tidak bawa ktp ktp hilang dan hape enggak dibawa,Positive
sayang setelah donlot susah buat masuk ke menu dan selalu bilang jaringan tidak stabil error padahal sinyal sudah sangat bagus percuma disrh donlot ikd kalau tidak bisa masuk ke menu,Negative
saya mendukung arah kedigital tapi seharusnya setiap instansi sudah siapkan alat pemindai barcode dokumen yang ada di indentitas kependudukan digital tapi nyatanya bank nasional bahkan milik pemerintah seperti bri daerah kami pegawainya saja belum aktivasi ikd bahkan mereka tidak mau terima indentitas kependudukan digital dan tolong tingkatkan aplikasi ikd jangan sampai tidak bisa secara nyaman di setiap hp android dan iphone seperti dokumen tidak bisa di buka ,Negative
aplikasi buruk buka app nya saja kesalahan jaringan terus enggak mutu kalo buat app ,Negative
bagus mantap pokoknya simple enak dipakai juga saya sat set daftar nya kalo untuk qr scaner langsung ke disdukcapil sesuai domisili ya proses nya habis di scan terus cek email yang di daftarkan nanti disitu ada kode buat login seperti pin terimkasih,Positive
mau daftar saja susah disuruh masukkan email setelah dimasukkan tapi malah ada tulisan email tidak valid padahal email nya sudah benar saya berharap aplikasi ini diperbaiki untuk lebih memudahkan lagi masyarakat indonesia untuk membuat identitas kependudukan digital ,Negative
mantap tapi agak lama loginnya mudah an ke depan lebih ngacir aplikasinya,Positive
sudah coba aplikasinya saat verifikasi data meminta foto habis foto enggak ada kelanjutan cuma ada tab scan qr code dan tab kembali ditunggu barangkali ada email masuk atau sms ternyata enggak ada mohon aplikasi lebih disempurnakan lagi buat apa online kalo harus meminta qr code ke dukcapil juga kocak deh ,Positive
aplikasi tidak bisa dibuka kalau tidak pakai wifitidak semua orang dirumah menyediakan wifigilran datang ke pelayanan publik diarahkan ke onlinedah lah capekkalo mau bikin buat kemajuanseenggaknya nyediakan tenaga itu yang bagus,Positive
saya sudah terdaftar di e ktp digital tetapi kenapa kok dibuka tidak bisa jawaban silahkan coba lagi mohon arahannya dan petunjuknya terimakasih,Neutral
susah banget untuk masuk ke aplikasi loadingnya lama banget,Negative
masalah yang berlarut dan itu saja,Negative
tujuan pemakaian ktp digital tentunya untuk memudahkan buat apa ada aplikasi kalau harus scan barcode ke dukcapil ? ujung nya ribet lagi bukankah data kita sudah ada di database dukcapil cukup verifikasi data saja itu akan lebih mudah moga saja ke depan ada perbaikan dan prosesnya jadi lebih mudah,Positive
semoga lembaga lain bisa mendukung penggunaannuya ,Positive
saya belum bisa gunakan karena qr dan verifikasi harus datang ke disdukcapil kenapa tidak kirim diganti dengan mengirimkan kode ke hp atau emailkan biar lebih efektif dan efisien trmks,Positive
tolong di perbaiki aplikasi sering muncul terjadi kesalahan pada menu pelayanan,Neutral
masa daftar saja harus didepan petugas dukcapilnya sama saja bukan online ingin mempermudah tapi setengah ,Negative
mantap cepat enggak sampai menit untuk registrasi dan verifikasinya ,Positive
kenapa harus isi dan scan barcode cari ke petugasnya atau ke kantor capil zaman teknologi canggih semua dalam genggaman tolong di tambah fitur dan di perbaiki kembali agar tujuan membuat nudah tidak menjadi menyusahkan dan ribet zaman teknologi canggih harusnya cukup dari rumah semuanya bisa ! !,Negative
saya sangan kecewa beberapa kali mencoba verifikasi wajah enggak bisa terus malah blank hitam tolong di perbaiki sistemnya,Negative
untuk saat ini permintaan cetak ktp digital tidak ada ya sayang sekali padahal itu cukup bermanfaat bagi warga indonesia yang mengalami kesulitan mengganti e ktp yang rusak buram foto tolong untuk pihak terkait di adakan lagi fasilitas cetak ktp di aplikasi ikd ke depan nya terima kasih atas perhatiannya,Positive
tidak bisa dibuka slalu muncul terjadi kesalahan koneksi ,Negative
menu dokumen sudah bisa terakses namun fitur bubuhkan pada kartu keluarga masih menampilkan error terjadi kesalahan mohon diperbaiki ya,Neutral
aplikasinya mungkin sudah siapseharusnya semua sudah digital dan paperless tapi kalau urus dokumen apa apa masih butuh fotocopy ktp atau kakak mending disiapkan dahulu aplikasi internal untuk instansi sudah siapkah birokrasinya ? kalau belum siap mending review kembali kebutuhan akan ktp digital karena ini melibatkan anggaran jika tidak begitu penting dan dirasa kebutuhannya bahwa agar ktp bisa disimpan di ponsel mending di scan lalu simpan di ponsel sama saja bukan ?,Negative
apa fungsinya app ini ktx kemana vbiar enggak bawa ktp enggak apa-apa tapi tetap juga di mintai ktp fisik aslinya,Neutral
yang memberikan review kurang baik dan marah marah tidak jelas sangat mencerminkan kurangnya kecerdasan warga negara ini diperlukan verifikasi langsung karena ini menyangkut data penting scan barcode silahkan ke service point dukcapil sesuai domisili bagi yang mau serba instant dan mudah baiknya perbaiki mental dan pola pikir bagaimana mau digital dan berkembang negara ini kalau warganya saja cara berpikirnya sempit dan tidak mau berusaha aplikasi bagus dan terus kembangkan ,Negative
mengapai ada aplikasi ini kalo ujung ujungnya harus ke lokasi dukcapil buat scan qr,Neutral
mengira ram hp ku yang minim setelah melihat ulasan di aplikasi baru tahu kalau banyak keluhan serupa susah masuk ke aplikasi mohon untuk bisa diperbaiki ! tks,Negative
tidak bisa memasuki aplikasi,Negative
kok di buka enggak bisa padhal sinyal bagus ,Negative
bagus untuk pengembangan ktp kedepannya karena sudah digital semoga bisa lebih baik lagi kedepannya,Positive
aplikasi menyusahkan dimana fungsi software itu untuk mempermudah bukan sebaliknya ini aku jauh dari rumah ke kantor dukcapil buat scan barcode berapa kali bolak balik tiap kesini error koneksi mulu padahal jaringan normal bagus,Negative
kami memohon kepada dispenduk se indonesia sekiranya untuk mempermudah revisi kesalahan pada akta saya umur tahun baru tahu akta ada kelebihan nama dan akhirnya ktp pun berubah otomatis saya ajukan revisi semua data pendukung mulai ektp kakak ijazah sd sampai sama buku nikah bermaterai nasegelsudah saya sodorkan sebagai persyaratan revisi namun masih di meminta untuk merubah nama bapak sedangkan bapak sudah almarhumapakah kebijakan pemerintah memang untuk mempersulit rakyatnya mohon kebijakannya ,Negative
digital ktp ok banget semua jadi ringkas dan cepat,Positive
terjadi kesalahan pada koneksi deh enggak update nih dari setahun yang lalu mungkin anggarannya kurang,Negative
wah bagus banget aplikasi online tapi tetap harus scan barcode dari petugas artinya tetap harus datang ke dukcapil sangat membantu dan tetap repot,Positive
maaf mau tanya kalau pendaftaran ktp online lewat aplikasi ini untuk scan barcode nya memang tidak untuk umum di pajang di kantor ? saya daftar di kecamatan pagaden kabsubang scan barkode nya di taruh di dalam ruangan tidak di pajang umum,Neutral
kecamatan bandung kab serang sulit untuk membuat ktp katanya gratis tapi yang gratis dipersulit bahkan tidak jadi mungkin mustahil untuk mempunyai ktp kalau ingin cepat harus bayar sekitar ribu insyallah jadi jadi ingat lagu gayus tambunan ,Positive
aplikasinya bagus cuma sayang sekali bisa di bukanya pas ada pemilu saja sekarang deh enggak bisa lagi tolong dong di perbaiki biar mempermudah semua masyarakat yang menggunakannya terima kasih,Positive
aplikasi pembodohan kalau iya orang punya hp android semuanya kalau tidak bagaimana pas datang kecapil orang enggak punya hp android tapi masih saja diwajibkan untuk buat ikd ini dan aplikasi juga abal untuk download file dokumen dalam saja enggak bisa seharusnya bisa dan kami tidak perlu lagi ke capil atau menerima email dari siak untuk mendownload dokuemn kami seharusnya dari sini semua juga bisa,Neutral
sangat bermanfaat,Positive
aplikasi nih sudah logout karena ganti perangkat ndang mau login enggak bisa kolom isiannya sepsrti ketika mau dftar enggak tersedia kolom masuk aneh aplikasi milik pemrintah kayak begini,Negative
mencoba aplikasi,Neutral
takut kena retas hp nya ngeri data disitu semua ,Negative
tingkat kan biar mudah soal nya lama keluar captcha,Neutral
aplikasi ini kan sebenarnya sudah terhubung ke dukcapil begitu pun data ktp yang sudah ada lantas mengapa bagi yang sudah memiliki ktp dan ingin menggunakan aplikasi ini masih diminta ke dukcapil untuk scan qr kode ? seharusnya fungsi utama dari aplikasi seperti ini adalah memperingkas birokrasi bukan malah menambah keribetan pengguna aplikasi yang masih harus ke dukcapil hanya untuk sekedar meminta qr kode malah ribet di birokrasi lagi mbok ya mikir !,Negative
sudah coba aplikasinya saat verifikasi data meminta foto habis foto enggak ada kelanjutan cuma ada tab scan qr code dan tab kembali ditunggu barangkali ada email masuk atau sms ternyata enggak ada mohon aplikasi lebih disempurnakan lagi terima kasih ,Neutral
aplikasi ini sangat bagus untuk data identitas pribadi seseorang sangat simpel dan mudah ,Positive
kenapa aplikasi ini selalu bacaan memuat dan tidk bisa dibuka saya mau mendaftar dan memperbaiki kakak supaya terdaftar di aplikasi digital saya buka aplikasi nya kenapa selalu keluar bacaan memuat karena apa aplikasi digital itu seperti itu saya membutuhkan waktu yang penting supaya aplikasi digital di ini bisa terbuka supaya saya bisa mendaftar aplikasi ini ke kantor upetede saya mintak tolong kasih tau cara nya dan perbaiki aplikasi digital ini supaya aplikasi ini di hp saya terbuka bisa mendaftar,Neutral
cukup bagus,Positive
malas ke dukcapilnya jauh bin rame pasti,Negative
kenapa app nya enggak bisa buka ktp kita sendiri ya,Negative
sementara bintang dulu dehapresiasi dengan adanya aplikasi initapi sayang untuk membuka aplikasinya sangat susah sekaliloading mulutolong bagian development program nya diperbaiki lagi ! tks,Negative
semoga kritik ini dapat membangun anda semua yang merancang aplikasi ini opsi ada nya aplikasi ini memang sudah baik tapi benar kah pelayanan nya juga baik ? kenyataan nya tidak ! banyak fitur fitur di dalam aplikasi ini tidak bisa di gunakan apalagi file nya enggak bisa di download dan kualitas sangat tidak memungkinkan untuk digunakan kembali hasilnya harusnya jika memang terobosan ini akan membantu maka tidak akan mempersulit tolong dipikirkan dan di koreksi lebih baik lagi salamsehat,Negative
ini masalah nya tidak ada mode login bagai mana jika harus ganti hp harus vierivikasi ulang ke disduk nyusahkan rakyat jaman digital harus nya ada mode login biar gampang pakai pengamanan vermuk dan pin,Negative
scan kode qr harus ke kantor disdukcapil terdekat agak merepotkan harusnya lebih dipermudah lagi,Negative
enggak fungsi blas ncen benar mending e ktp tapi nganggone sih fotocopy ra guna,Negative
kartu keluarga saya kok tidak muncul ya ? hanya ktp saja yang muncul ,Negative
sangat buruk,Negative
aplikasi nya sudah bagus tinggal meningkatkan supaya melihat ktp kakak bisa offline karena aplikasi nya tidak bisa di screenshoot jadi saat saat berada di daerah yang belum ada jaringan ktp nya bisa dilihat,Neutral
mohon diperbaiki lagi untuk hp os android tidak bisa akses internet punya teman saya tidak bisa masuk aplikasi ini dan minimal harus berapa untuk os android bisa berjalan aplikasi ini kalau os android punya saya bisa kasihan yang hpnya tidak support aplikasinya ,Negative
bagus,Positive
sangat puas dengan aplikasinya dan sangat mudah di akses,Positive
kita di paksa buat digitalisasi tapi apknya seperti ini enggak dukung apa selalu gagal timbul jaringan tidak stabil lah apalah ,Negative
semoga aplikasinya sudah bisa di gunakan secara online tampa harus datang ke kantor capil ,Neutral
sekarang kok susah untuk membuka aplikasinya,Negative
sepertinya programernya belum sempurna membuat aplikasi ini ya tujuan saya download aplikasi ini biar jelas alamat saya yang baru karena baru mengurus pindahan memang sudah terdaftar atau belum di dukcapil tapi malah harus scan barcode itu sih sama saja saya harus ke kantor dukcapil ya ? lah terus fungsinya aplikasi ini buat apa dong meminta tolong sempurnakan lagi lah biar memudahkan masyarakat enggak usah repot repot lagi ke dukcapil apa lagi yang rumahnya jauh di plosok kan kasihan,Negative
coba dulu,Neutral
untuk saat ini bagus mohon di kembangkan kembali,Neutral
aplikasinya bagus awalnya habis daftar verifikasi bisa dibuka setelah sebulan sampai sekarang tidak bisa dibuka jawaban masalah koneksi sampai install uninstall ulang tetap tidak bisa,Positive
aplikasi tidak bisa dibuka ,Negative
scan qr gunanya buat apa sih ? terus yang harus discan apaan ? membingungkan,Negative
dibuka loading lama dan enggak bisa diakses,Negative
tolong di notice ! ! saran saya untuk aplikasi ini agar memudahkan penggunanya tolong lebih banyakkan fitur untuk login dan mudahkan lah pengguna untuk verifikasi awal perbanyak opsi bukan hanya barcode terimakasih,Neutral
percuma kalo harus datang ke dukcapil apa gunanya online berarti masih kurang canggih ,Negative
kartu keluarga tidak bisa dibuka ,Negative
aplikasi kurang joss tidak bisa dibuka dengan alasan koneksi jaringan tidak stabil padahal koneksi jaringan sangat bagus aplikasi minus percuma didownload tidak bisa dibuka,Negative
buruk error saat di buka,Negative
bagus tapi saya saya lupa pin buat masuk aplikasi nya dan tidak ada pilihan lupa pin,Neutral
mantap cuy ini bisa jadi cadangan kalo misal lagi jalan keluar tapi dompet ketinggalan kan sekarang apa pakai hp yekan ,Positive
tidak ada fitur lupa password menjadikan aplikasi tidak bisa login sudah di email tapi tidak ada balasan apa harus ke capil buat reset password tolong di upgrade fitur aplikasinya,Neutral
bilangnya mempermudah tapi mempersulit keadaan setiap hari malah putus koneksi mulu kalo belum mampu jangan bikin digital pak nyusahin,Negative
aplikasi parahgak bisa dibuka padahal sangat penting buat ke bank,Negative
ada beberapa tipe hp yang untuk buka ktp dan kartu keluarga di menu dokumen tidak dapat tampil hanya berputar saja mohon petunjuknya,Neutral
mau update data kakak tapi web enggak bisa digunakan tolong diperbaiki dan lebih baik lagi terutama memudahkan pengupload data,Neutral
mudah dan gampang,Positive
baik dan mudah digunakn,Neutral
pelayanan puas dan respon selalu staf di sana cepat,Positive
bintang dulu karena susah masuknya,Negative
tolong dibukakan,Neutral
tolong aplikasinya diperbaiki dari kemarin mau masuk masuk enggak bisa memuat mulu padahal pas awal daftar enggak selemot ini,Neutral
bagaimana buat orang tua yang tidak punya hp android dan yang gaptek harus ada solusinya ,Neutral
coba dulu karena komennya minus semua,Neutral
aplikasi nya bagus pak cuma sayang pihak playanan publik yang lain belum bisa menerima kehadiran digital id ini tolong untuk disosialisasika dan dibuat aturan nya juga supaya masyarakat dan petugas enggak bingung,Positive
aplikasi pemerintah tapinya enggak jelas lupa nomer pin tapi enggak ada solusi biar bisa masuk lagi mendingan enggak usah bikin aplikasi kaya beginian,Negative
sangat sangat jelek sekali,Negative
semoga aplikasi ini bisa membantu disaat e ktp kehabisan blangko,Neutral
mohon informasi data keluarga kenapa ya tidak masuk semua kakak juga tidak tampil di data keluarga anak juga yang masuk cuma anak vaksin juga cuma masuk dan dua kok tidak sesuai,Negative
maaf kenapa dokumen sayah enggak bisa di buka selau error coba lagih terus sudah lama error ,Negative
alangkah baiknya dibuatkan fitur login dan log out agar perangkat bisa membuka lebih dari akun,Neutral
aplikasi tidak membatu warga dan masyarakat ribet dan jangan buat aplikasi kalau hai buat ribet dalam pendaftaran sudah berkali masih tidak bisa terdaftar,Negative
sangat membantu,Positive
aplikasi tidak bisa dibuka,Negative
masih perlu perbaikan banyak bug nya ,Neutral
lah kok saya enggak bisa buka aplikasi nya loding terus min bagaimana ini coba perbaiki lagi min tolong,Negative
lambat sinyal enggak konesksi gagal terus,Negative
tidak bisa terbuka aplikasinya,Negative
cuma bisa cetak kia anak kakak akta lahir dan ktp harus kepetugas juga nunggu juga,Neutral
pelayanan yang optimal,Positive
aplikasi keren aktivasi harus ke dukcapil karena keamanan data aplikasi mempermudah pengurusan administrasi deh topp,Neutral
identitas kependudukan digital sangat praktis saat di pergunakan semua data pribadi dan keluarga juga lengkap hanya dalam satu aplikasi,Positive
di hp xiaomi a enggak bisa kebuka bagaimana mau pakai aplikasi kalau cuma bisa di pakai di hp versi tinggi sudah di update masih tetap enggak bisa kebuka selalu terjadi kesalahan koneksi padahal kuota internet lancar untuk buka yang lainnya ,Negative
aplikasi yang sangat bagus mudah didownload mudah digunakan tanpa harus rumit dan tanpa ada gangguan pengajuan akta lahir hari ini selesai hari yang sama kartu keluarga otomatis berubah akta lahir dan kartu keluarga bentuk pdf sangat jelas dan tajam ketika diprint masya allah petugas juga komunikatif santun dan membimbing sampai terbitnya akta bintang untuk petugas dinas dukcapil kota tasikmalaya dan aplikasi identitas kependudukan digital terima kasih jazakumullah khairan ,Positive
tulisannya saja online tapi tetap haris visit tempat sama saja bohong,Negative
ini begimana sih kemarin awal awal install bisa lihat kakak skeg eror melulu,Negative
gagal terus,Negative
