review_text,category
sangat lama untuk loading masuknya padahal jaringan cepat untuk aktivitas internet lainya saat mencoba masuk aplikasi ini slalu jaringan tidak stabil,Negative
sekarang kok susah untuk membuka aplikasinya,Negative
sangat penting untuk semua orang,Positive
kenapa sekarang aplikasinya tidak bisa di buka padahal awalnya baik baik saja ,Negative
kenapa data kartu keluarga tidak muncul,Neutral
heran saya kok ditempt saya ektp saya ditarik diganti ktp digital ini malah bukan mempermudah tapi persulit saya n suami jadi enggak punya ktp untuk pengurusan apapun secara fisik dan herannya lagi ktp digital tidak bisa diprint masa saya harus bolak balik dukcapil kalau mau fotocopy ktp mnrt saya kurang efektif kenapa harus ektp saya diambil,Negative
kenapa harus ada scan barcode segala kalo lewat aplikasi yang mau simpel biar bisa lewat aplikasi eh taunya harus datang juga ke dukcapilnya apalagi kalo diperantauan begini mau ngurus juga ribet,Negative
layananya belum siap masih banyak kendala ,Negative
aplikasi bagus n tapi knapa kalo pakai data untuk masuk sulit dan berputar putar n kalau pakai wifi untuk masuk cepat,Negative
sangat bermanfaat dan semoga tidak ada hambatan,Positive
percuma download jaringan bagus banget ini pas dibuka malah kesalahan jaringan terus,Negative
angel angel,Positive
susah kali kau di bukaliat lingkaran muter mulu jadi pening kepala,Negative
masih banyak kekurangan kalau mau lihat dokumen lainnya dokumen tidak muncul dan selalu tertulis dokumen sedang diinstegrasikan segera diperbaiki biar masyarakat mengetahui kalau aplikasi ini bermamfaat thanks,Negative
yang bilang aplikasi sampah barcode enggak keluar enggak mengerti bagaimana cara nya barcode bisa di scan di kantor dukcapil pada menu ktp yang akan keluar pada aplikasi siak ,Neutral
masih harus di dampingi petugas dan scan barcode oleh petugas seharusnya begitu kita input data sudah terdeteksi dengan sendirinya no nik kita dan langsung mendapatkan ktp el lengkap dengan barcode nya begitu juga dengan sistem online seharusnya lebih simple dan ada menu pindah tempat cabut berkas dari satu daerah ke daerah lain satu provinsi tanpa harus ke dukcapil ,Neutral
katanya daftarnya bisa duduk manis di rumah eh tahunya harus datang juga ke disdukcapil,Neutral
sangat berguna saat ktp lagi kepake yang lain mudah saatnya nanti kita tidak perlu foto copy ktp dapat mengurus segala macam keperluan ,Positive
sepertinya app belum siap masih dalam pengembangan mungkin diluncurkan untuk kejar target,Negative
kok aplikasi nya tidak bisa dibuka,Negative
aplikasi terburuk sepanjang masa muncul pesan terjadi kesalahan koneksi,Neutral
lupa pin tidak ada cara untuk ganti pin,Negative
lebih sering down ,Negative
hidup di dunia ini ada yang dohir dan yang bathin gaib lah kalo ikd ini bisa di bilang goib lah kalo mau mempermudah bikinlah yang dohir juga enggak semua orang bisa melihat kegoiban tapi semua orang bisa melihat kedohiran,Negative
lag parah padahal jaringan bagus loading lamanya pakai banget,Negative
tidak bisa di buka kesalh koneksi terus,Negative
aplikasi yang sangat buruk tidak berfungsi,Negative
data kartu keluarga saya tidak kelihatan mohon bantuanya terimakasih,Neutral
bagaimana ini saya sudah isi data lengkap kok enggak bisa bisa terus lagi kembali kok keterangan email tidak valid padahal email dipakai sehari hari mohon solusi pak teims,Negative
mohon di perbaiki lagi kualitas aplikasinya,Neutral
tolong dong min mengapa dokumen tidak bisa di bukan dan selalu ada kesalah,Negative
maaf lupa lagih pin jadi enggak bisa masuk bagaimana ya cara nya biar bisa masuk,Neutral
ribet pakai acara ke kantor dukcapil kalo online ya online saja sekalian kadang faktor waktu dan keadaan yang tidak memungkinkan ke kantor dukcapil terimakasih,Negative
bagi ku aplikasi ini sangat membantu karena dengan tinggal bawa hp sudah ada ktp dan kakak mungkin bagi yang lain aplikasi ini sangat sulit atau sukar tapi bgi ku itu si ok no problem ,Positive
kenapa harus pakai wifi baru bisa dibuka ? kalau pakai data seluler loading terus,Neutral
untuk mendapatkan qrcode validasi caranya bagaimana ? saya sudah isi nik email no hp dan verifikasi foto tapi tidak dapat qrcode,Neutral
mengapai ada aplikasi ini kalo ujung ujungnya harus ke lokasi dukcapil buat scan qr,Neutral
ini aplikasi kenapa enggak bisa di buka ya ?,Negative
semoga lembaga lain bisa mendukung penggunaannuya ,Positive
aplikasi tidak dapat dibuka kesalahan pada jaringam noted sementara saya menggunakan wifi dengan kecepatan sangat kuat yaitu mbps dan full signal ,Positive
enggak bisa diinstal kenapa ya ?,Negative
sementara ini sangat baik selanjutnya untuk lebih ditingkatkan lagi terima kasih disdukcapil kab muba ,Positive
aplikasinya loading mulu dari kemarin udah di un install terus install ulang tetap saja enggak berfungsi ,Neutral
menuju era digital jadi lebih mudah dan praktis mantab,Positive
aplikasinya suka susah dibuka kenapa sih padahal jaringan lagi bagus loh,Positive
sudah install sudah daftar pas mau verifikasi wajah aplikasi enggak respon sudah ulang berkali tetap saja tidak bisa ambil foto kalau harus pergi ke dukcapil buat apa ini aplikasi ,Neutral
aplikasi ini sangat bak,Positive
sudah terinstal dan berfungsi semoga semakin baik dan aman data nya ,Neutral
keteranganya pendaftaran secara online tapi nyatanya saat mendaftar setelah verifikasi wajah baru scan barcode dan itu bisa didapatkan dengan datang langsung ke dukcapil terdekat padahal dukcapil cuma satu di setiap daerah dan lokasi sangat jauh jauh cuma untuk meminta barcode saja ,Negative
mau daftar saja masih harus ribet scan barcode ke dukcapil dulu terus apa praktisnya aplikasi ini kalau tetap harus muter muter ke dukcapil lagi hanya untuk scan barcode ? ? itu masih baru mau daftar sudah mulai ribet entah bagaimana selanjutnya ya,Negative
dokumen kadang di buka susah,Negative
kenapa sejak aplikasi ini enggak bisa lagi dibuka ? alasannya koneksi tidak stabil ini aplikasi nya yang kurang mampu membuat data digital ya kemarin masih bisa di buka setelah sudah enggak bisa uninstall saja yuk aplikasi nya enggak berguna juga kalo enggak bisa dibuka !,Negative
sama saja bodong mau daftar juga harus sken dulu mau mudah tapi syulit,Negative
kalo belum siap aplikasi nya jangan dulu di pakaidi siapkan dulu yang benerapk masih suka rusak saja dan di pakeparahh ,Negative
lebih praktis simple aman registrasi perangkat harus kak dukcapil nya,Positive
banyak komentar tidak baik jadi bintang dulu saja tolong diperbaiki lagi aplikasi nya,Negative
tolong tingkatkan lagi aplikasi nya lambat sekali,Negative
saran saya cukup saja pihak dukcapil kirim kan kode verikasi via email jadi tidak perlu lagi kita datang kekantornya kalau digital jangan setengah setengah jalan alasan enggak ada anggaran untuk blangko nya boros lagi mau hemat tapi jangan nyusahin warga ,Negative
aplikasi sudah bagus tapi saat proses akhir harus scan barcode dari disdukcapil padahal kan kita daftarinnya dari rumah,Neutral
di era millenial ini bentuk digitalisasi dalam pelayanan publik sangatlah berpengaruh besar dengan adanya inovasi identitas kependudukan digital saya tidak perlu repot bawa ktp dan kakak kemana mana cukup pakai inj saja bisa,Neutral
terjadi kesalahan koneksi apanya ini bos ? ? internet saya lancar !,Negative
aplikasi ini sangat bermanfaat bagi masyarakat tidak perlu bawa dokumen kependudukan kesana kemari terutama bagi yang suka lupa keren dan mantab !,Positive
hari ini saya sangat berterima kasih karena adanya ktp digital ini data data saya lengkap dan prosesnya sangat cepat tym,Positive
membantu,Positive
kata nya minggu ini di realese kok belum bisa juga scan barcode nya,Negative
kartu keluarga tidak bisa dibuka ,Negative
masih dalam proses mencoba menggunakan,Neutral
aplikasi yang sangat bagus mempermudah dalam urusan administrasiberkas yang ditampilkan sangat jelas dan bisa di print mandiri di rumahbravo,Positive
alangkah bagusnya di dalam ikd ini dekumen penting contoh sim dan dekumen lain thanks semoga lebih baik kedepannya,Positive
ribet ulang lagi ulang lagi,Negative
aplikasi nya ngeleg,Neutral
kenapa koneksi gagal padahal full kuaotajgn di persulit,Negative
harusnya qr code bisa dikirimkan lewat email supaya bisa diakses di mana saja saya berada di luar daerah dan ktp saya tertinggal di rumah berharap bisa mengakses aplikasi ini dengan mudah bisa dapat ktp saya pada situasi yang genting masa scan qr code nya harus ke disdukcapil lagi ? kenapa malah menyulitkan bukannya dipermudah saja !,Negative
cara meaktif kan aplikasi ini supaya bisa terbuka datangi pihak pengurusan duk capil setempat yang ada di setiap kecamatan di situ nanti bpk ibu petugas me inpit code barcode yang ada di laptop nya kantor kecamatan dengan hp kita di situ baru dukcapil online kita terbuka demikian pengalaman yang sudah saya ketahui sampai kan tadi nya saya mengalami kesulitan setelah mendatangi pihak kecamatan masalah saya terselesai kan semoga ini bermanfaat buat kita semua sekian dan terima kasih ,Neutral
kurang lengkap dan tidak bisa di buka seharusnya bisa di buka walau offline,Negative
verifikasi kameranya susah,Negative
alhamdulillah sudah berhasil login untuk yang binggung mengenai scan barcode nya itu harus datang langsung ke dukcapil ktp terdaftar karena harus scan dari komputer dukcapil nya dan setau saya belum semua daerah bisa baru di uji cobakan di beberapa kota besar saja sleman di i yogyakarta sudah bisa semoga infonya bisa membantu ,Positive
aplikasi nya enggak bisa di buka minloding mulu muncul terjadi kesalahan,Negative
dimanakah lokasi penyimpanan server ikd ? terus permendagri tentang ikd mesti direvisi sebab tidak menjelaskan tanggung jawab pemerintah jika terjadi kebocoran data lalu kenapa mesti melalui scan qrcode ? tidak adakah yang lebih praktis ? kenapa semakin lama versi android semakin naik ya dan malah ikd enggak bisa digunakan di bawah versi kalau hp kentang apa enggak bisa digunakan masih butuh banyak perbaikan,Negative
sudah bagus keamanan nya fitur fitur nya dan masih banyak lagi untuk fitur yang tidak bisa dibuka itu hanya bisa diakses oleh pihak kab dan kec jadi jika anda ingin membuka nya harus datang kesana itu semua agar data kalian tidak disalah gunakan,Positive
aplikasi rusak log ini pun tidak bisa,Negative
aplikasi ini sangat bermanfaat ketika fisik ktp hilang dapat menggunakan aplikasi ini bila bepergian terimakasih,Positive
jangan salah paham bapak ibu jadi aplikasi ini memang buat identitas digital jadi kita bisa pakai aplikasi ini sebagai pengganti ktp atau kakak fisik tapi cara daftarnya bukan di lakukan sendiri di rumah bapak ibu melain kan datang ke dusdukcapil mendaftar lalu nanti dari petugas kita dapat barcode baru bisa di gunakan jika bisa daftar tanpa harus ke disdukcapil ya gampang di bobol orang dong be smart ya bapak ibu hehehe,Negative
mau update data kakak tapi web enggak bisa digunakan tolong diperbaiki dan lebih baik lagi terutama memudahkan pengupload data,Neutral
bagaimana kalau pelayanan administrasi masih butuh fotokopian apalagi katanya blangko e ktp bakal dihilangkan ? mohon untuk tidak mempersulit masyarakat inovasi mestinya memudahkan bukan mempersulit minimal menambah fitur cetak kalau memang pelayanan administrasi di indonesia masih sistem fotokopian ,Neutral
karena banyak komentar minus sementara di hapus dulu tadinya kukira mempermudah,Neutral
saya kok tidak bisa mendownload aplikasi ini,Negative
mau masuk apps saja enggak bisa berkali ini kerja apa sih kalian,Negative
susahnya mencetak ktp bisa berminggu minggu bahkan berbulan bulan bisa bolak balik ,Negative
aplikasinya bagus untuk orang yang paham teknologi kegunaannya mempermudah dalam urusan surat laporan meliputi ktp kis kartu vaksin dan juga npwp ,Positive
data saya yang ada di ikd terhapus bagaimana cara pemulihannya sedangkan posisi saya jauh di luar kota dan kantor capil,Neutral
sekedar info ke developernya untuk jaringan seluler imdosat tidakbisa masuk ke app harus pakai wifi dulu baru bisa kuota masih ratusan giga dan jaringan statusnya lancar jaya enggak,Positive
ikd sudah integrasi dengan instansi lain ,Neutral
tambah lambat dan susah diakses,Negative
trust issue gwe anjir,Neutral
tidak mendukung di android ke bawah apabila di buka selalu muncul notif kesalahan sambungan,Negative
sangat membantu tapi ada rumitnya jika seseorang mau mengurus administrasi kependudukan tapi mereka tidak punya hp adroid jadi mereka merasa tidak nyaman,Negative
untuk dokumen kependudukan sub lainnyamohon untuk diperbaiki biar kartu vaksin dan lain nya bisa muncul ,Neutral
kenapa verifikasi tidak pakai no otp atau masuk ke email masih harus scan barqode ke dukcapil ,Neutral
aplikasi bagus jadi kalau yang buat ketinggalan ktp bisa pakai aplikasi ini,Positive
tolong dong min di buat yang lebih bagus lagi di aplikasi ini soalnya sudah cape pulang pergi ke dispenduk kalau bisa lengkapi segala macam urusan surat kepndudukan mulai dari surat pindah antar daerah surat antar desa atau kecamatan surat akte surat akte nikah akte kematian akte kelahiran kartu keluarga ktp tolong di lengkapi aplikasinya supaya kita tidak bolak balik ke dispenduk hanya untuk urus hal sepele ,Neutral
sudah aktifasi barcode ke kecamatan dan berfungsi dengan baikhanya register tte belum bisa,Neutral
tapi masih saja diminta ktp fisik ketika buka rek bank,Neutral
nice job ,Positive
apknya sulit sekali untuk verifikasi data selalu ggal,Negative
enggak bisa dibuka aplikasinya,Negative
terjadi kesalahan koneksi mulu padahal internet bagus,Positive
ini kenapa kalo pakai data seluler enggak bisa dibuka ya hanya memuat terus,Neutral
kok enggak bisa masuk ya tinggal foto saja gagal terus ,Negative
aplikasi nya aneh di buka enggak bisa bisa,Negative
kenapa sekarang tidak bisa dibuka apa harus uninstal saja sekalian,Negative
niat bikin aplikasi enggak sih ? ini login saja lama banget giliran sudah masuk enggak bisa daftar alasannya koneksi tujuannya sudah bagus ui sederhana tinggal upgrade saja,Negative
baik,Positive
kenapa dokumen kependudukan tidak bisa dibuka ? loading terus ? kalau kemungkinan cuma permasalah jaringan tidak mungkin karena sudah beberapa hari loading terus tolong berikan solusi ,Negative
kok akhir akhir ini susah untuk di buka aplikasinyatolong dong servernya mohon ditingkatkansaya kasih bintang dulukalo memang ada perubahan nanti ditambah lagi full bintangnya ,Negative
aplnya sangat membantu,Positive
tolong di bantu kenapa sekarang tidak bisa di buka dan selalu terjadi kesalahan koneksi,Neutral
baru habis kelurahan peenarui ktp yang susah buram pas di cek aplikasi kenapa data ktp maaih yang lama yang pelajar ? bagaimana ini solusinya ?,Negative
sungguh membantu semua data kita jika diperlukan tinggal klik aplikasinya saja menampak deh semua,Positive
yaelah susah banget di aksesnya lambat banget,Negative
sudah bagus tambahan kalau bisa skck juga,Positive
maaf admin ketika memulai mengisi data diri dan verifikasi wajah ada permintaan scan barcode barcodenya yang mana ya ? apakah harus datang dulu ke kantor disdukcapil atau bagaimana ?,Neutral
tolong diperbaiki lagi masalah bug login dari tadi memuat terus dan lama banget saya nunggu padahal jaringan lagi bagus bagusnya tolong segera diperbaiki terimakasih,Negative
luar biasa aplikasi inisimple mudah dan sangat bermanfaatgood job,Positive
aplikasinya sudah bagus tetapi sudah mengisi data harus scan barcode tapi tidak bisa ini terjdi di hp samsung a ,Neutral
kurang akurat,Negative
terdapat perbedaan di nomor bpjs ketenagakerjaan yang tercantum di aplikasi dengan yang saya miliki,Neutral
aplikasinya cepat dan membantu sekali ketika disuruh menunjukan ktp fisik dengan ini bisa tersolusikan,Positive
aplikasi masih banyak bug dokumen diintegrasikan mhon diperbaiki,Neutral
kenapa aplikasi ini bisanya pakai wifi padahal kuota dan jaringan saya cukup bnyk ? jadi saya harus tetring terus kalo mau buka aplikasi ini,Negative
coba dulu,Neutral
hanya untuk keren kerenan saja tapi tidak berfungsi,Negative
tolong perbaiki banyak layanan yang tidak bisa diakses salah satunya dokumen tidak muncul tentang kartu keluarga dll ,Neutral
ayolah jangan cuma bisa bikin aplikasi tp kalo ujung nya tiap mau dipakai selalu error kesalahan koneksi hm jadi serasa enggak guna ada dalam ponsel,Negative
tolong dong di perbaiki setiap mau login pasti muncul tulisan kesalahan koneksi padahal jaringan stabil,Neutral
bang lain kali kalau moto yang benar lah,Negative
resolusi rendah dan ktp digital tetap belum bisa digunakan dimana mana ,Neutral
aplikasi kga bisa dibuka gagal koneksi terus harus bagaimana ini sedangkan ktp perlu banget buat identitas diri,Neutral
burung tidak bisa login padahal jaringan bagus,Positive
akan lebih mudah jika verifikasinya tidak perlu menggunakan qr dari dukcapil cukup verifikasi wajah seperti aplikasi perbankan terimakasih,Neutral
saya kasih bintang dulu soalnya mental mulu enggak ke buka,Neutral
aplikasi yang bagus satu aplikasi bisa menyimpan berbagai data diri dan keluarga mungkin kedepannya bisa menyimpan data kepemilikan dll ditunggu inovasi terbaru nya ,Positive
di install sekarang enggak bisa terus,Negative
aplikasinya sih bagus tapi tidak semua kabupaten siap contoh ponorogo belum bisa urus akta kelahiran kematian menggunakan aplikasi entah sdm nya yang belum siap atau bagaimana juga tidak tahu,Negative
saya kasih bintang dulu kadang keluar sendiri terus pas aktifasi kok dikirimnya kata sandi bikin bingung maupun akhirnya kebuka juga tapi kan repot juga tolong lah diperbaikin lagi kalau sudah baik bintang,Negative
saya sudah scan barcode terus masukin kode aktivasi dari dukcapil tapi tetap tidak bisa masuk aplikasi malah diblokir mohon bantuan cara aktivasi dan menggunakan aplikasi,Neutral
apakah tida bisa untuk ios user ?,Neutral
aplikasinya sangat bermanfaat di era digital sekarang jadi lebih mudah,Positive
aplikasinya tidak flexibel karena kalau ganti hp harus daftar ulang lagi ke kelurahan merepotkan ! mobile banking saja yang ada duitnya bisa gonta ganti hp ini cuma data ktp saja sangat protektif,Positive
min saya lupa pin masuknya adakah cara lain untuk masuknya mohon dikasih fitur tambahan saya enggak bisa masuk lagi terimakasih sebelumnya,Neutral
maunya verifikasi pakai sidik jari pak judan karena wajah kita berubah seiring umur kalau pakai verifikasi wajah selalu gagal tapi sidik jari tak akan berubah,Negative
digital kok harus meminta scan barcode lagi ke dukcapil ,Negative
dk bisa di buka muter mulu,Neutral
belum bisa lanjutin daftar kendala scan qr code,Neutral
kenapa enggak bisa di buka ya padahal sebelumnya bisa di buka saya tunggu jawabanya secepatnya,Neutral
jaringan error padahal internet lancar apa ada nya maintenance ?,Negative
aplikasi negara tapi seperti tahi,Neutral
aplikasi nya tidak membantu sama sekali masa dari tadi mau login terjadi kesalahan koneksi terus ? padahal koneksi saya tidak bermasalah sudah saya coba utak atik tapi sama saja,Negative
aplikasi yang bagus dalam mendukung era sayang belum bisa daftar karena gagal pas foto ,Positive
app tidak ada guna hanya bikn penuh memori mau buka saja enggak bisa pakai data seluler mau login susah banget enggak pernah berhasil apa guna app ini kalau begini saat di butuhkan malah bertambah nyusahin ,Negative
luar biasa sangat membantu dan efektif untuk mempermudah pelayanan administrasi,Positive
hanya bisa dijalankan menggunakan wifi tidak bisa menggunakan paket data apakah di setiap kantor layanan umum ada wifi sehingga saat dibutuhkan aplikasi ini dapat digunakan ? atau setiap rumah harus pasang wifi ?,Neutral
intinya tetap harus ke capil,Neutral
aktifasinya cepat sebaiknya dibuat aktifasi tanpa datang ke dukcapil untuk keamanan dari penyalahgunaan mungkin harus video call fitur yang lain seperti tanda tangan digital kok belum aktif ya ?,Negative
dapat mempermudah untuk melihat ataupun cek data diri,Neutral
tiba aplikasi nya tidak bisa dibuka ,Negative
dokumen tidak bisa di buka,Negative
lelet beberapakali mencoba selalu enggak bisa bolak balik bikin kesel ngabisin kuota saja ,Negative
tidak semua daerah mempunyai jaringan yang bagus dan lancar sebagai masukkan ektp nya aturannya bisa di share tanpa barkot kalau bolh seperti aplikasi bpjs dia sudah digital kemudian kartunya bisa di simpan kayak pdf dan kita bisa mencetak sendiri saran pak sbnrnya tujuannya bagus tapi perlu dipertimbangkan lagi kekurangannya ,Positive
sering bermasalah dengan koneksi padahal internet lancar aneh banget coba segera ditinjau apa masalahnya dan diperbaiki jadi kurang berfungsi aplikasi ini padahal sangat bermanfaat ,Positive
mau daftar aplikasi tapi harus datang ke kantor masih ribet ,Negative
aplikasi enggak jelas sangat enggak berguna malah makin ribet daftar rekening saja susah karena foto ktp nya harus ktp pisik,Negative
saya dari mahasiswa mau menyampaikan kekurangan dari app ini pertama untuk bisa mendaftar kita harus ke kantor pusat nya langsung tidak bisa daftar dimana saja itu bikin kita ribet dan memakan banyak waktu yang mau mendaftar kedua kalo mau akses app ini lambat padahal jaringan stabil ketiga kalo membutuhkan file dokumen dokumen seperti ktp kakak atau bpjs itu tidak bisa di downlod jadi kita kesulitan untuk mendapat kan file dokumen ktp kakak atau bpjs ,Negative
belum tahu bekerja efektip atau tidak,Negative
aplikasi hanya bisa untuk android seri tertentu dan suami saya menggunakan hp iphone app ini belum bisa di gunakan di ios disini hp akun ktp juga tidak bisa tercetak karena blangko ktp sudah tidak tersedia jadi bagaimana ya untuk solusi nya ?,Negative
parah apliaksi enggak berguna sistem buruk,Negative
di hp saya infinix smart yang sudah android kenapa tidak bisa kebuka aplikasi nya ? ? sudah di update tapi masih tetap enggak bisa ke buka selalu terjadi kesalahan koneksi padahal kuota internet lancar lancar saja kalo untuk buka yang lainnya sampai sekarang ktp ku belum aktif sama sekali,Positive
terima kasih bapak dirjen dukcapil atas aplikasi ikd nya salam dari gusti yang mulya roja asal simeulue timur,Positive
yang bingung dan enggak bisa mengunakan aplikasi ikd tolong pelajari dulu sdangkan aku langsung bisa tanpa kendala,Neutral
kalo aplikasi nya di hapus terus di install lagi harus daftar lagi langsung masuk ? soalnya susah login terjadi kesalahan terus padahal wa ig yt lancar jaya,Positive
tidak user friendly terlalu ribet banyak bug jauh dari kata baik ,Negative
aplikasinya ini sebenarnya enggak berguna dari awal daftar sampai detik ini pada menu dokumen selalu ada keterangan nya dokumen sedang di integrasikan terus kapan bisa nya coba ? terus guna nya apa dong ? orang dokumen nya tidak bisa dilihat,Negative
bikin pening kelapa,Neutral
aplikasi nya enggak bagus deh berkali kali coba login enggak bisa bisa seperti jaringan enggak memadai actualisasi nya mah jaringan saya bagus banget secara sambil ngojol bos mending di hapus saja nih aplikasi perbaiki dulu biar semua orang mudah untuk meng akses aplikasi tersebut ngabis ngabisin kuota saja deh di download enggak bisa di pakai sementara aplikasi ink ane kasih nilai hoax ya,Negative
tolong di perbaiki lagi aplikasi nya suka eror bisanya cuma malem,Neutral
aplikasi ini sudah bagus cuma tolong di perbaiki masalah jaringannya kenpa akses jaringannya cuma telkomsel yang bisa kartu yang lain tidak bisa,Negative
semoga bermanfaat tidak banyak halangan,Positive
katanya digital tapi tetap harus datang ke kantor disdukcapil untuk meminta qr code sama saja bohong coba kalau qr code nya bisa di meminta di kecamatan desa masing kan lebih dekat ,Negative
sudah beberapa hari aplikasi ini enggak bisa diakses dihpku mana perlu banget lagi mau pakai ktp,Negative
kenapa app nya enggak bisa buka ktp kita sendiri ya,Negative
terlalu ribet,Negative
enggak bisa dibuka ini bagaimana toh bikin aplikasi enggak beresfull wifi tapi status gangguan koneksi ,Negative
lancar langsung aktif setelah scan barcode dapat pin tinggal fungsinya saja nanti kalau masih ada yang meminta fc ktp gue ludain mukanya,Negative
aplikasi yang sangat tidak membantu percuma digital tapi tetap urus harus butuh fisik,Negative
belum tahu caranya,Negative
sudah bagus tapi masih banyak fitur yang perlu di tambahkan contoh belum bisa merubah data pribadi misal status perkawinan pekerjaan dll belum bisa membuat surat pindah lebih dari satu anggota dalam sekali pengajuan hanya nama pemilik akun yang di proses pindah belum bisa menambahkan anggota kakak baru misal buat pasangan yang baru menikah yang mau membuat kakak baru ,Neutral
enggak bisa di login muter mulu,Neutral
tolong diperbaiki masa mau buka saja keslahan koneksi terus katanya mempermudah biar kemana enggak usah bwa ktp yang model kartu kalau kaya begini ya mana bisa enggak bwa ktp wong aplikasinya saja nek dibuka gagal terus ,Negative
sebenarnya cukup baik adanya identitas kependudukan digital tapi aplikasinya tolong diperbarui untuk hp samsung saya kali dalam waktu hari mencoba gagal terus,Neutral
ini aplikasi nya bagaimana sih saya enggak bisa buka aplikasi nya saya merasa kecewa sekali dari tadi proses memuat terus saya mau lihat ktp digital saya bagaimana ini dan biodata keluarga saya,Negative
enggak bisa dibuka aplikasi nya deh saya download ulang masih enggak bisa buka,Negative
aplikasi yang membagongkan belum siap dalam penggunaanya dan bikin ribet harusnya file yang sudah terinput oleh petugas dukcapil bisa dengan mudah untuk di download saja berupa file pdf dan tidak meng input lagi nik dll ,Negative
enggak niat bikin aplikasi,Negative
app nya belum bisa digunakan ,Neutral
sudah daftar pakai aplikasi ini langsung sama petugas kelurahansetelah itu mengikuti arahan petugas untuk datang ke kelurahan cetak kakak baru sudah kita jalankan sudah di cetak kakak baru eh cek di situs penertiban penduduk dki jakarta masih kena padahal jelas masih tinggal di dalam kota jakarta anak sekolah di belakang kantor kelurahan yang tertera di ktp bahkan saat download aplikasi ini langsung di pandu petugas kelurahan tempat saya artinya jelas kami masih tinggal di jakarta bintang !,Negative
isi pakai paket data enggak bisa giliran pakai wifi oke eh disuruh scan barcode dari petugas berarti harus ke kantor dukcapil lah pakai paket data saja enggak bisa malah disuruh ke kantor niatnya memudahkan tapi malah mempersulit tolonglah perbaiki sistemnya ,Negative
mohon diperbaiki lagi untuk hp os android tidak bisa akses internet punya teman saya tidak bisa masuk aplikasi ini dan minimal harus berapa untuk os android bisa berjalan aplikasi ini kalau os android punya saya bisa kasihan yang hpnya tidak support aplikasinya ,Negative
memudahkan masyarakat untuk mendapatkan ektp lebih cepat dan semoga lebih aman amin,Positive
bisa waktu habis buat sja stelhnya trjdi kesalan koneksi terus entah siapa yang salah padahal lagi butuh soal nya enggak punya ktp fisik belum nyetak pliss lah tolong,Negative
agak binggung ini kenapa ya koneksi eror enggak bisa masuk gagal,Negative
kepada bapak ibu pemprov sekalian dimohon untuk tidak melanjutkan adanya ktp digital dikarenakan aplikasi nya tidak mendukung dan sang mersahkan dan merugikan banyak pihak,Negative
indonesia kebanyakan peraturan bahkan untuk registrasi kartu juga perlu e ktp indonesia bukan butuh ruwet tapi butuh tanggap !,Negative
ribet ya masih harus verifikasi barcode segala ke dukcapil ,Negative
enggak ada menu login untuk yang sudah punya akun apa kalo ganti hp harus registrasi lagi ?,Neutral
aplikasix sangat bagussemua dokumen yang di butuhkan sudah ada tersedia dalam aplikasi,Positive
enggak suka lebih bagus pakai yang fisik,Negative
qrcode yang mau di scan ini qrcode yang mana ?,Neutral
masih susah login,Negative
aplikasi awalnya bagus tapi pas mau daftar begitu ribet harus scan barcode dari dukcapil nah untuk cara dapat barcode dukcapil nya gimanabukannya membantu mempermudah malah dipersulitsetidak nya dikirim email barcode nya biar bisa discan ,Negative
tolong meminta solusi aplikasi tidak bisa di buka padahal sangat butuh datanya,Neutral
kenapa enggak bisa dibuka ya,Negative
aplikasi yang sangat membingungkan dikala mendesak buat buka malahan tidak bisa di buka padahal jarangan saya termasuk bagus ,Negative
sulit di akses,Negative
awalnya bagus cepat bukanya tapi lama enggak bisa dibuka muter mulu,Negative
enggak bisa masuk ada masukan enggak,Negative
aplikasi tidak bisa di buka terjadi kesalahan koneksi ini bagaimana ya,Negative
seharusnya di seluruh institusi pemerintah makai ini jadi tidak ada lagi nama nya poto kopi ktp dan kakak untuk pendukung berkas yang di daftarkan jadi mengurangi pemakaian kertas sehingga go green mendunia indonesia tidak meneng hutan lagi lu potocopy dokumen lanjutkan lagi inovasinya biar birokrasi lebih simpel dan tentunya aman dari hacker dan cybercrime indonesia maju merdeka,Positive
aplikasi yang sangat bermanfaat dalam genggaman dpat membawa berbagai macam dokumen tanpa takut rusak hilang,Positive
dari semua komentar yang ada enggak ada yang bilang bagus atau puas ternyata ayolah kalo mau di bisniskan yang pro dong mau memulai perubahan tapi masih ada kekurangan ini di uji coba dulu belum sebelum di pajang di app store ? ?,Negative
niatnya mau perbaikan ktp rusak online ternyata harus scan barcode di disdukcapil juga hadeh sama saja ngurus offline kalo kaya begini mah,Negative
gagal terus bikin ikd padahal sudah di upgrade data kami sekeluarga ke dukcapil tahun yang lalu pada pendaftaran diri verifikasi wajah selalu gagal padahal penycahayaanya sudah di maximalkan terang pada saat mengulangi lagi ? ? di mulai lagi dari awal mendaftarkan dan gagal permanen ? ?,Negative
tujuan pemerintah sudah bagusnamun masih banyak kelemahan server sering down fitur terbatas belum ada fitur ganti alamat dengan menscan barcode di rt rwuntuk memudahkan perpindahan data kependudukan masih timpang tindih data ganda dll semoga segera ada sensus penduduk terbaru,Neutral
aplikasinya lumayan tapi nyurus seken tapi seken diman,Negative
makin kesini makin kagak jelas ini aplikasi sinyal bagus tapi kok enggak bisa di buka apa gunanya !,Negative
mohon di pemudah,Neutral
